Date,Portfolio_Growth (%)
2018-04-11,4.956381109478153
2018-04-12,5.0732792497647905
2018-04-13,5.061588014427893
2018-04-16,5.054476224444768
2018-04-17,5.261784513270003
2018-04-18,5.232861712998387
2018-04-19,5.126696005632685
2018-04-20,5.074205393640389
2018-04-23,4.979933872913201
2018-04-24,4.900201668828055
2018-04-25,4.820267952411678
2018-04-26,5.045126070690967
2018-04-27,5.065049376966496
2018-04-30,5.029543632496473
2018-05-01,5.081304100552601
2018-05-02,5.059158064276203
2018-05-03,5.093626776434422
2018-05-04,5.233175792891456
2018-05-07,5.395536486494382
2018-05-08,5.421676497887111
2018-05-09,5.51713015797123
2018-05-10,5.580265411106202
2018-05-11,5.494674441249678
2018-05-14,5.526667682548248
2018-05-15,5.422692545337318
2018-05-16,5.463103268816081
2018-05-17,5.4641900973271955
2018-05-18,5.441960870206295
2018-05-21,5.468083619870466
2018-05-22,5.441467296458118
2018-05-23,5.558941477531052
2018-05-24,5.606810295247874
2018-05-25,5.654270056508629
2018-05-29,5.631470763116561
2018-05-30,5.731609540511508
2018-05-31,5.708096715026607
2018-06-01,5.860652448973656
2018-06-04,5.9822796104238085
2018-06-05,5.997136143108335
2018-06-06,6.1003586176443445
2018-06-07,5.9945117298513955
2018-06-08,6.000011829656222
2018-06-11,6.04188813091756
2018-06-12,6.090828552465129
2018-06-13,6.194970951186612
2018-06-14,6.308005431129968
2018-06-15,6.298729936353187
2018-06-18,6.348475356929095
2018-06-19,6.302865457925587
2018-06-20,6.368014488663428
2018-06-21,6.229333616827058
2018-06-22,6.149376461060053
2018-06-25,5.8582595538230535
2018-06-26,5.982248769584944
2018-06-27,5.837571968209496
2018-06-28,5.934825158462232
2018-06-29,5.844620895028404
2018-07-02,5.92912706842633
2018-07-03,5.805164280587843
2018-07-05,5.943371564988288
2018-07-06,6.097372433189923
2018-07-09,6.186449549443326
2018-07-10,6.218162016392581
2018-07-11,6.135046195309317
2018-07-12,6.103955634765967
2018-07-13,5.979184437908844
